Date,Symbol,Security Name,Client Name,Buy / Sell,Quantity Traded,Trade Price / Wght. Avg. Price,Remarks
09-SEP-2022,DBOL,Dhampur Bio Organics Ltd,SHUDH EDIBLE PRODUCTS PRIVATE LIMITED,BUY,1350000,170.0,-
09-SEP-2022,DBOL,Dhampur Bio Organics Ltd,GOEL INVESTMENTS LIMITED,SELL,1350000,170.0,-
09-SEP-2022,DHAMPURSUG,Dhampur Sugar Mills Ltd,GOEL INVESTMENTS LIMITED,BUY,1000000,240.0,-
09-SEP-2022,DHAMPURSUG,Dhampur Sugar Mills Ltd,SHUDH EDIBLE PRODUCTS PRIVATE LIMITED,SELL,1000000,240.0,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,ABRDN (MAURITIUS HOLDINGS)2006 LIMITED,SELL,8175000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,SOCIETE GENERALE,BUY,8175000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,ABRDN (MAURITIUS HOLDINGS)2006 LIMITED,SELL,5675000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,ABRDN (MAURITIUS HOLDINGS)2006 LIMITED,SELL,5000000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,INTEGRATED CORE STRATEGIES (ASIA) PTE.LTD.,BUY,5000000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,NORGES BANK ON ACCOUNT OF GOVERNMENT PETROLEUM FUND,BUY,4075000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,ABRDN (MAURITIUS HOLDINGS)2006 LIMITED,SELL,4075000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,ABRDN (MAURITIUS HOLDINGS)2006 LIMITED,SELL,3975000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,MORGAN STANLEY ASIA SINGAPORE PTE,BUY,3975000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,ABRDN (MAURITIUS HOLDINGS)2006 LIMITED,SELL,3300000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,ABRDN (MAURITIUS HOLDINGS)2006 LIMITED,SELL,2850000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,BOFA SECURITIES EUROPE SA,BUY,2850000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,ABRDN (MAURITIUS HOLDINGS)2006 LIMITED,SELL,2700000,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,ADITYA BIRLA SUN LIFE MUTUAL FUND,BUY,2605263,574.15,-
13-SEP-2022,HDFCLIFE,HDFC Life Insurance Company Ltd,ABRDN (MAURITIUS HOLDINGS)2006 LIMITED,SELL,2000000,574.15,-
