Date,Symbol,Security Name,Client Name,Buy / Sell,Quantity Traded,Trade Price / Wght. Avg. Price,Remarks
03-JAN-2022,LEMONTREE,Lemon Tree Hotels Ltd,GOLDMAN SACHS (SINGAPORE) PTE.- ODI,BUY,3002214,46.6,-
03-JAN-2022,LEMONTREE,Lemon Tree Hotels Ltd,ZAABA PAN ASIA MASTER FUND,SELL,3002214,46.6,-
03-JAN-2022,KIMS,Krishna Institute of Medical Sciences Ltd,GOLDMAN SACHS (SINGAPORE) PTE.- ODI,BUY,72009,1425.65,-
03-JAN-2022,KIMS,Krishna Institute of Medical Sciences Ltd,ZAABA PAN ASIA MASTER FUND,SELL,72009,1425.65,-
04-JAN-2022,LAOPALA,La Opala RG Ltd,MALABAR INDIA FUND LIMITED,SELL,233428,430.65,-
04-JAN-2022,LAOPALA,La Opala RG Ltd,VALUE PARTNERS HIGH-DIVIDEND STOCKS FUND,BUY,233428,430.65,-
04-JAN-2022,NEWGEN,Newgen Software Technologies Ltd,MALABAR INDIA FUND LIMITED,SELL,171999,585.75,-
04-JAN-2022,NEWGEN,Newgen Software Technologies Ltd,VALUE PARTNERS HIGH-DIVIDEND STOCKS FUND,BUY,171999,585.75,-
04-JAN-2022,HATSUN,Hatsun Agro Product Ltd,MALABAR INDIA FUND LIMITED,SELL,112685,1262.15,-
04-JAN-2022,HATSUN,Hatsun Agro Product Ltd,VALUE PARTNERS HIGH-DIVIDEND STOCKS FUND,BUY,112685,1262.15,-
04-JAN-2022,AFFLE,Affle 3I Ltd,MALABAR INDIA FUND LIMITED FDI,SELL,105739,1194.25,-
04-JAN-2022,AFFLE,Affle 3I Ltd,VALUE PARTNERS HIGH-DIVIDEND STOCKS FUND,BUY,105739,1194.25,-
04-JAN-2022,SAREGAMA,Saregama India Ltd,MALABAR INDIA FUND LIMITED,SELL,18773,5388.9,-
04-JAN-2022,SAREGAMA,Saregama India Ltd,VALUE PARTNERS HIGH-DIVIDEND STOCKS FUND,BUY,18773,5388.9,-
04-JAN-2022,INDIAMART,IndiaMART InterMESH Ltd,MALABAR SELECT FUND,SELL,15365,6574.15,-
04-JAN-2022,INDIAMART,IndiaMART InterMESH Ltd,VALUE PARTNERS HIGH-DIVIDEND STOCKS FUND,BUY,15365,6574.15,-
07-JAN-2022,CGPOWER,CG Power and Industrial Solutions Ltd,AMANSA HOLDING PRIVATE LTD.,SELL,17630108,199.0,-
07-JAN-2022,CGPOWER,CG Power and Industrial Solutions Ltd,AMERICAN FUNDS FUNDAMENTAL INVESTORS,BUY,17630108,199.0,-
01-FEB-2022,EMBASSY,EMBASSY,STICHTING PENSIOENFONDS ABP,BUY,4078473,367.74,-
01-FEB-2022,EMBASSY,EMBASSY,STICHTING DEPOSITARY APG TACTICAL REAL ESTATE POOL,SELL,4078473,367.74,-
01-FEB-2022,ASTRON,Astron Paper & Board Mill Ltd,SAMIKSHA  BANGUR,BUY,2140000,46.95,-
01-FEB-2022,ASTRON,Astron Paper & Board Mill Ltd,DWARKESH FINANCE LIMITED,SELL,2140000,46.95,-
07-FEB-2022,RAMCOCEM,The Ramco Cements Ltd,RAMCO INDUSTRIES LTD,BUY,113050,884.75,-
07-FEB-2022,RAMCOCEM,The Ramco Cements Ltd,RAJAPALAYAM MILLS LTD,SELL,113050,884.75,-
08-FEB-2022,HFCL,HFCL Ltd,MN VENTURES PRIVATE LIMITED,BUY,1250000,80.85,-
08-FEB-2022,HFCL,HFCL Ltd,MAHENDRA NAHATA,SELL,1250000,80.85,-
11-FEB-2022,HFCL,HFCL Ltd,MN VENTURES PRIVATE LIMITED,BUY,1210000,83.0,-
11-FEB-2022,HFCL,HFCL Ltd,MAHENDRA NAHATA,SELL,1210000,83.0,-
11-FEB-2022,UNIVPHOTO,Universus Photo Imagings Ltd,ANKIT  JAIN,BUY,405000,979.0,-
11-FEB-2022,UNIVPHOTO,Universus Photo Imagings Ltd,SEETHA  KUMARI,SELL,405000,979.0,-
