Date,Symbol,Security Name,Client Name,Buy / Sell,Quantity Traded,Trade Price / Wght. Avg. Price,Remarks
08-SEP-2025,SYLPH,Sylph Industries Ltd,NIRAJ RAJNIKANT SHAH,BUY,75000000,0.76,-
08-SEP-2025,FRANKLININD,Franklin Industries Ltd,PRAS INVESTMENT PRIVATE LIMITED,BUY,45585504,0.85,-
08-SEP-2025,FRANKLININD,Franklin Industries Ltd,PRAS INVESTMENT PRIVATE LIMITED,SELL,17585504,0.86,-
08-SEP-2025,PRADHIN,Pradhin Ltd,AKSHAY  NADIYA,SELL,10252227,0.38,-
08-SEP-2025,SYLPH,Sylph Industries Ltd,ONE TREE HILL PROPERTIES PVT L,SELL,10000000,0.76,-
08-SEP-2025,SYLPH,Sylph Industries Ltd,ORCHARD ROAD PROPERTIES PVT LT,SELL,10000000,0.76,-
08-SEP-2025,SYLPH,Sylph Industries Ltd,PINCERS COMMODITIES PRIVATE LIMITED,SELL,10000000,0.76,-
08-SEP-2025,SYLPH,Sylph Industries Ltd,TUMPKINSHARP TRADING PRIVATE LIMITED,SELL,10000000,0.76,-
08-SEP-2025,SYLPH,Sylph Industries Ltd,ARYADEEP TIE UP PRIVATE LIMITED,SELL,10000000,0.76,-
08-SEP-2025,SYLPH,Sylph Industries Ltd,KIWI DEALCOM PRIVATE LIMITED,SELL,10000000,0.76,-
08-SEP-2025,SYLPH,Sylph Industries Ltd,AYODHYA VINCOM PRIVATE LIMITED,SELL,10000000,0.76,-
08-SEP-2025,PRADHIN,Pradhin Ltd,SHARE INDIA SECURITIES LIMITED,BUY,8522461,0.38,-
08-SEP-2025,RAJNISH,Rajnish Wellness Ltd,VEER RAVINDRA SAKARIYA (HUF),SELL,8000000,0.93,-
08-SEP-2025,RAJNISH,Rajnish Wellness Ltd,DEALMONEY COMMODITIES PRIVATE LIMITED,BUY,7462197,0.93,-
08-SEP-2025,PFOCUS,Prime Focus Ltd,CRAFT EMERGING MARKET FUND PCC- CITADEL CAPITAL FUND,BUY,6375000,156.55,-
08-SEP-2025,SPRIGHT,Spright Agro Ltd,CHAUHAN NAGJIBHAI CHANDUBHAI,SELL,6328541,1.34,-
08-SEP-2025,ZODIACVEN,Zodiac Ventures Ltd,NIRAJ RAJNIKANT SHAH,SELL,6270000,6.03,-
08-SEP-2025,PFOCUS,Prime Focus Ltd,AUGUSTA INVESTMENTS I PTE LTD,SELL,6224433,156.55,-
08-SEP-2025,TITANIN,Titan Intech Ltd,NORTHEAST BROKING SERVICES LIMITED,SELL,6200000,2.6,-
08-SEP-2025,PRADHIN,Pradhin Ltd,SHARE INDIA SECURITIES LIMITED,SELL,6022453,0.38,-
08-SEP-2025,PFOCUS,Prime Focus Ltd,CRAFT EMERGING MARKET FUND PCC- ELITE CAPITAL FUND,BUY,5625000,156.55,-
08-SEP-2025,ZODIACVEN,Zodiac Ventures Ltd,NEO APEX VENTURE LLP,BUY,5500000,6.03,-
08-SEP-2025,SYLPH,Sylph Industries Ltd,AKSHAY  PALIWAL,SELL,5483083,0.76,-
08-SEP-2025,SIPTL,Sharanam Infraproject and Trading Ltd,SHARE INDIA SECURITIES LIMITED,BUY,5100003,0.34,-
08-SEP-2025,SIPTL,Sharanam Infraproject and Trading Ltd,SHARE INDIA SECURITIES LIMITED,SELL,5100002,0.33,-
08-SEP-2025,SYLPH,Sylph Industries Ltd,SRU STEELS LIMITED,SELL,5000001,0.76,-
08-SEP-2025,PFOCUS,Prime Focus Ltd,MARINA IV (SINGAPORE) PTE LIMITED,SELL,4831364,156.55,-
08-SEP-2025,SYLPH,Sylph Industries Ltd,ORCHARD ROAD PROPERTIES PRIVATE LIMITED,SELL,4318682,0.76,-
08-SEP-2025,LASTMILE,Last Mile Enterprises Ltd,NAUTILUS PRIVATE CAPITAL LTD,BUY,4302923,12.2,-
08-SEP-2025,LASTMILE,Last Mile Enterprises Ltd,RISHI HITEN PARIKH,SELL,4293663,12.2,-
08-SEP-2025,WELCURE,Welcure Drugs & Pharmaceuticals Ltd,AKSHAY  NADIYA,SELL,3500000,10.23,-
08-SEP-2025,ZODIACVEN,Zodiac Ventures Ltd,UMA SANJAY VYAS,BUY,3280800,6.03,-
08-SEP-2025,LADDU,Laddu Gopal Online Services Ltd,WHAMIA TRADERS LLP,SELL,3138620,2.46,-
08-SEP-2025,WELCURE,Welcure Drugs & Pharmaceuticals Ltd,GOVINDSINGH BHAVNATHSINGH RAJBHAR,SELL,3132140,10.01,-
08-SEP-2025,SIPTL,Sharanam Infraproject and Trading Ltd,TRANSGLOBAL SECURITIES LTD.,SELL,3027804,0.33,-
08-SEP-2025,SIPTL,Sharanam Infraproject and Trading Ltd,TRANSGLOBAL SECURITIES LTD.,BUY,2936166,0.33,-
08-SEP-2025,RAJNISH,Rajnish Wellness Ltd,DEALMONEY COMMODITIES PRIVATE LIMITED,SELL,2567653,0.95,-
08-SEP-2025,SHANGAR,Shangar Decor Ltd,RAHUL KUMAR NADAR,SELL,2544444,0.37,-
08-SEP-2025,ZODIACVEN,Zodiac Ventures Ltd,NEO APEX VENTURE LLP,SELL,2134728,6.03,-
08-SEP-2025,ZODIACVEN,Zodiac Ventures Ltd,UMA SANJAY VYAS,SELL,2000000,6.03,-
08-SEP-2025,TITANIN,Titan Intech Ltd,NEO APEX SHARE BROKING SERVICES LLP,BUY,1628246,2.34,-
08-SEP-2025,SYLPH,Sylph Industries Ltd,AKSHAY  PALIWAL,BUY,1589592,0.77,-
08-SEP-2025,WELCURE,Welcure Drugs & Pharmaceuticals Ltd,MANDAKINIBEN PRADYUMANBHAI PATEL,BUY,1020318,10.3,-
08-SEP-2025,RAJNISH,Rajnish Wellness Ltd,VEER RAVINDRA SAKARIYA (HUF),BUY,1000000,0.93,-
08-SEP-2025,ZODIACVEN,Zodiac Ventures Ltd,UTTAMCHANDANI SANDIP M,BUY,943200,6.03,-
08-SEP-2025,LADDU,Laddu Gopal Online Services Ltd,SHARE INDIA SECURITIES LIMITED,BUY,902977,2.44,-
08-SEP-2025,TPROJECT,Thirani Projects Ltd,APANAPAN DISTRIBUTORS LLP,SELL,833107,4.15,-
08-SEP-2025,LADDU,Laddu Gopal Online Services Ltd,MILAN  SANCHANIYA,BUY,815000,2.45,-
08-SEP-2025,ZODIACVEN,Zodiac Ventures Ltd,SAROJDEVI P GUPTA,SELL,800000,6.03,-
08-SEP-2025,SUGSLLOYD,Sugs Lloyd Ltd,VINOD KUMAR,SELL,800000,127.73,-
08-SEP-2025,MOBIKWIK,One Mobikwik Systems Ltd,HRTI PRIVATE LIMITED,BUY,770305,323.56,-
08-SEP-2025,MOBIKWIK,One Mobikwik Systems Ltd,HRTI PRIVATE LIMITED,SELL,737922,323.93,-
08-SEP-2025,SKIFL,Shree Krishna Infrastructure Ltd,PASHUPATI CAPITAL SERVICE PVT LTD,SELL,700000,49.98,-
08-SEP-2025,TPROJECT,Thirani Projects Ltd,SUNGOLD MERCHANDISE PRIVATE LIMITED,BUY,600000,4.15,-
08-SEP-2025,WELCURE,Welcure Drugs & Pharmaceuticals Ltd,NEO APEX SHARE BROKING SERVICES LLP,BUY,600000,10.01,-
08-SEP-2025,PRATIK,Pratik Panels Ltd,GHANSHYAM DHANANJAY GAVALI,SELL,592853,7.25,-
08-SEP-2025,ZODIACVEN,Zodiac Ventures Ltd,SYLPH TECHNOLOGIES LIMITED,SELL,489100,6.32,-
08-SEP-2025,ZODIACVEN,Zodiac Ventures Ltd,SYLPH TECHNOLOGIES LIMITED,BUY,489100,6.03,-
08-SEP-2025,MOBIKWIK,One Mobikwik Systems Ltd,QE SECURITIES LLP,BUY,443632,324.86,-
08-SEP-2025,ZODIACVEN,Zodiac Ventures Ltd,ARCHANA  WADHWA,SELL,422920,6.03,-
08-SEP-2025,MOBIKWIK,One Mobikwik Systems Ltd,GRAVITON RESEARCH CAPITAL LLP,BUY,420793,323.9,-
08-SEP-2025,MOBIKWIK,One Mobikwik Systems Ltd,GRAVITON RESEARCH CAPITAL LLP,SELL,420793,324.12,-
08-SEP-2025,ZODIACVEN,Zodiac Ventures Ltd,ANKITA VISHAL SHAH,BUY,413557,6.03,-
08-SEP-2025,MOBIKWIK,One Mobikwik Systems Ltd,QE SECURITIES LLP,SELL,321418,324.11,-
08-SEP-2025,MCPL,Manoj Ceramic Ltd,ANANT  AGGARWAL,BUY,285000,107.87,-
08-SEP-2025,PATRON,Patron Exim Ltd,NARENDRAKUMAR GANGARAMDAS PATEL,SELL,284000,6.06,-
08-SEP-2025,IGCIL,IGC Industries Ltd,GAYATRI GANESH,SELL,232747,3.0,-
08-SEP-2025,TPROJECT,Thirani Projects Ltd,P B FILMS LIMITED,BUY,225000,4.15,-
08-SEP-2025,PEIL,Premier Energy and Infrastructure Ltd,NITA DHIREN KOTHARY,BUY,210000,9.03,-
08-SEP-2025,PATRON,Patron Exim Ltd,DHRUMIL RAKESH PATEL,BUY,192000,6.05,-
08-SEP-2025,SAMPRE,Sampre Nutritions Ltd,EPITOME TRADING AND INVESTMENTS,SELL,180000,88.3,-
08-SEP-2025,MCPL,Manoj Ceramic Ltd,VINEY EQUITY MARKET LLP,SELL,172000,107.85,-
08-SEP-2025,SKIFL,Shree Krishna Infrastructure Ltd,SETU SECURITIES PRIVATE LIMITED,BUY,170000,49.16,-
08-SEP-2025,PANTH,Panth Infinity Ltd,SHAILESH DHAMELIYA,SELL,148596,7.48,-
08-SEP-2025,GUJINJEC,Gujarat Inject Kerala Ltd,RADADIYA CHINTANBHAI ANILBHAI,BUY,125000,20.11,-
08-SEP-2025,MCPL,Manoj Ceramic Ltd,VINEY PARKASH HUF,SELL,125000,107.85,-
08-SEP-2025,PACE,Pace E-Commerce Ventures Ltd,PATEL ADITYA GAURANGBHAI,SELL,123600,22.5,-
