Date,Symbol,Security Name,Client Name,Buy / Sell,Quantity Traded,Trade Price / Wght. Avg. Price,Remarks
08-SEP-2022,INDINFO,Indian Infotech & Software Ltd,SHERWOOD SECURITIES PVT LTD,SELL,7762995,2.68,-
08-SEP-2022,ARCFIN,ARC Finance Ltd,SUBHLABH TRADEVIN PRIVATE LIMITED,SELL,3000000,1.04,-
08-SEP-2022,PATELENG,Patel Engineering Ltd-$,NEOMILE CORPORATE ADVISORY PRIVATE LIMITED,BUY,2733411,26.9,-
08-SEP-2022,PROFINC,Pro Fin Capital Services Ltd,ALOK ASHOK TIWARI,SELL,2400000,1.51,-
08-SEP-2022,STURDY,Sturdy Industries Ltd,GREENWAY ADVISORS PRIVATE LIMITED,SELL,1168715,1.41,-
08-SEP-2022,KBSINDIA,KBS India Ltd,YOGESH HARIVADAN CHANDAWALLA,SELL,1047768,32.1,-
08-SEP-2022,LESHAIND,Lesha Industries Ltd,KCP RETAIL PRIVATE LIMITED,SELL,920000,12.54,-
08-SEP-2022,WAGEND,Wagend Infra Venture Ltd,NIMISH PANDE,SELL,870000,1.48,-
08-SEP-2022,CRYSTAL,Crystal Business System Ltd,GAURAV  GUPTA,SELL,800000,22.85,-
08-SEP-2022,RHETAN,Rhetan TMT Ltd,CLEAR WATER COMMODITIES PRIVATE LIMITED,BUY,750000,57.05,-
08-SEP-2022,GATECHDVR,GACM Technologies Ltd,GAYI ADI HOLDINGS PRIVATE LIMITED,SELL,650000,10.57,-
08-SEP-2022,WAGEND,Wagend Infra Venture Ltd,SAVITRIDEVI,BUY,589871,1.46,-
08-SEP-2022,RHETAN,Rhetan TMT Ltd,SUNRISE GILTS AND SECURITIES PVT LTD,SELL,574000,57.05,-
08-SEP-2022,RHETAN,Rhetan TMT Ltd,ALL TRADE CONSULTANTS PRIVATE LIMITED,SELL,574000,57.05,-
08-SEP-2022,KBSINDIA,KBS India Ltd,NIRAJ HARSUKHLAL SANGHAVI,BUY,482819,32.66,-
08-SEP-2022,BANASFN,Banas Finance Ltd,PRISMX GLOBAL VENTURES LIMITED,SELL,438327,18.07,-
08-SEP-2022,BANASFN,Banas Finance Ltd,GULAB PRASAD,SELL,424515,18.05,-
08-SEP-2022,BANASFN,Banas Finance Ltd,JR SEAMLESS PRIVATE LIMITED,BUY,415000,18.05,-
08-SEP-2022,RHETAN,Rhetan TMT Ltd,MANOJSINGH  JADOUN,BUY,400000,57.05,-
08-SEP-2022,PATELENG,Patel Engineering Ltd-$,NEOMILE CORPORATE ADVISORY PRIVATE LIMITED,SELL,370664,27.01,-
08-SEP-2022,RHETAN,Rhetan TMT Ltd,AFFLUENCE SHARES AND STOCKS PRIVATE LIMITED,SELL,344000,57.05,-
08-SEP-2022,LADDU,Laddu Gopal Online Services Ltd,DIPAK DWIWEDI,BUY,330000,36.45,-
08-SEP-2022,WAGEND,Wagend Infra Venture Ltd,KAMLESH NAVINCHANDRA SHAH,SELL,328343,1.58,-
08-SEP-2022,WAGEND,Wagend Infra Venture Ltd,KAMLESH NAVINCHANDRA SHAH,BUY,301105,1.52,-
08-SEP-2022,KBSINDIA,KBS India Ltd,GOYENKA REAL ESTATE LLP,BUY,300000,32.27,-
08-SEP-2022,WAGEND,Wagend Infra Venture Ltd,CHETAN RASIKLAL SHAH,BUY,299001,1.46,-
08-SEP-2022,RHETAN,Rhetan TMT Ltd,SANJAY JHANWAR,BUY,278000,57.05,-
08-SEP-2022,WAGEND,Wagend Infra Venture Ltd,GOURAVINGLE,SELL,270000,1.76,-
08-SEP-2022,BANASFN,Banas Finance Ltd,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,SELL,265268,18.44,-
08-SEP-2022,BANASFN,Banas Finance Ltd,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,BUY,265268,18.08,-
08-SEP-2022,KBSINDIA,KBS India Ltd,CHETAN RASIKLAL SHAH,BUY,240122,32.08,-
08-SEP-2022,KBSINDIA,KBS India Ltd,CHETAN RASIKLAL SHAH,SELL,240122,32.01,-
08-SEP-2022,TIRUPATIIN,Tirupati Innovar Ltd,SARVAGAY TEXTILE LLP,SELL,232160,25.69,-
08-SEP-2022,KBSINDIA,KBS India Ltd,KHANAK  BUDHIRAJA,BUY,230000,32.49,-
08-SEP-2022,RHETAN,Rhetan TMT Ltd,ADHEESH  KABRA,SELL,230000,57.06,-
08-SEP-2022,RHETAN,Rhetan TMT Ltd,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,BUY,220000,57.05,-
08-SEP-2022,DPL,Dipna Pharmachem Ltd,SERNET FINANCIAL SERVICES PRIVATE LIMITED,SELL,180000,32.21,-
08-SEP-2022,COLORCHIPS,Colorchips New Media Ltd,VINIATO ADVISORS PRIVATE LIMITED,SELL,176506,152.45,-
08-SEP-2022,SMGOLD,S. M. Gold Ltd,KOMALBEN NARENDRABHAI SOLANKI,SELL,175795,36.85,-
08-SEP-2022,VASWANI,Vaswani Industries Ltd,BP EQUITIES PVT. LTD.,BUY,166291,27.04,-
08-SEP-2022,THINKINK,Thinkink Picturez Ltd,CHANDRAKANT HIRALAL DARDA,SELL,165000,68.3,-
08-SEP-2022,WAGEND,Wagend Infra Venture Ltd,CHETAN RASIKLAL SHAH,SELL,163346,1.46,-
08-SEP-2022,KBSINDIA,KBS India Ltd,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,SELL,150000,34.72,-
08-SEP-2022,KBSINDIA,KBS India Ltd,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,BUY,150000,31.87,-
08-SEP-2022,RHETAN,Rhetan TMT Ltd,SHIPRA JHANWAR,BUY,150000,57.05,-
08-SEP-2022,TIRUPATIIN,Tirupati Innovar Ltd,SANDARV TRADING PRIVATE LIMITED,SELL,150000,25.7,-
08-SEP-2022,SMGOLD,S. M. Gold Ltd,KINJAL MILIND GURAO,SELL,139000,36.85,-
08-SEP-2022,LADDU,Laddu Gopal Online Services Ltd,ARORA  SANJAY,SELL,125000,36.45,-
08-SEP-2022,LADDU,Laddu Gopal Online Services Ltd,SETHI  SANDEEP,SELL,125000,36.45,-
08-SEP-2022,RHETAN,Rhetan TMT Ltd,ADHEESH KABRA HUF,SELL,114000,57.05,-
08-SEP-2022,RHETAN,Rhetan TMT Ltd,SHILPA  KABRA,SELL,114000,57.05,-
08-SEP-2022,SHANTIGURU,Shanti Guru Industries Ltd,SANDEEP MAHENDAR JAIN,SELL,105000,6.0,-
08-SEP-2022,PRANAVSP,Pranavaditya Spinning Mills Ltd,ANUJ KISHAN GOYAL,BUY,103400,27.57,-
08-SEP-2022,WELCURE,Welcure Drugs & Pharmaceuticals Ltd,MADHUDEVI SANJAY BUCHA  .,BUY,103000,7.6,-
