"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"17-SEP-2024","NUVOCO","Nuvoco Vistas Corp Ltd","SBI MUTUAL FUND","BUY","45,00,000","352.00",
"17-SEP-2024","TRENT","Trent Ltd.","DODONA HOLDINGS LIMITED","SELL","10,95,820","7,330.00",
"17-SEP-2024","TRENT","Trent Ltd.","SIDDHARTHA YOG","BUY","10,95,820","7,330.00",
"18-SEP-2024","RBA","Restaurant Brand Asia Ltd","MIRAE ASSET MUTUAL FUND","BUY","1,07,46,200","105.00",
"18-SEP-2024","RBA","Restaurant Brand Asia Ltd","QSR ASIA PTE LTD","SELL","1,07,46,200","105.00",
"23-SEP-2024","CAPACITE","Capacite Infraproject Ltd","RAHUL RAMNATH KATYAL","SELL","3,75,000","396.00",
"23-SEP-2024","CAPACITE","Capacite Infraproject Ltd","SUBIR MALHOTRA","BUY","3,75,000","396.00",
"23-SEP-2024","V2RETAIL","V2 Retail Limited","INDIA 2020 FUND II LIMITED","SELL","7,34,800","1,160.00",
"23-SEP-2024","V2RETAIL","V2 Retail Limited","MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL LARGE AND MIDCAP FUND","BUY","7,34,800","1,160.00",
"24-SEP-2024","TRENT","Trent Ltd.","DODONA HOLDINGS LIMITED","SELL","10,73,330","7,533.00",
"24-SEP-2024","TRENT","Trent Ltd.","SIDDHARTHA YOG","BUY","10,73,330","7,533.00",
"25-SEP-2024","CAPACITE","Capacite Infraproject Ltd","RAHUL RAMNATH KATYAL","SELL","3,75,000","396.00",
"25-SEP-2024","CAPACITE","Capacite Infraproject Ltd","SUBIR MALHOTRA","BUY","3,75,000","396.00",
"25-SEP-2024","EDELWEISS","Edelweiss Fin Serv Ltd","EDELWEISS EMPLOYEES WELFARE TRUST","SELL","18,37,000","136.05",
"25-SEP-2024","EDELWEISS","Edelweiss Fin Serv Ltd","MADHUSILICA PVT.LTD.","BUY","18,37,000","136.05",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","AWARE SUPER","BUY","9,60,637","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","BEST INVESTMENT CORPORATION","BUY","4,04,748","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","CBJ AS TRUSTEE FOR SMBCTB EMERGING MARKETS IMPACT MF","BUY","24,045","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","DENDANA INVESTMENTS MAURITIUS LIMITED","BUY","28,270","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FAST   EMERGING MARKETS FUND","BUY","60,362","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDEILITY FUND PACIFIC FUND","BUY","3,35,036","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDELITY EMERGING MARKETS FOCUS INSTITUTIONAL TRUST","BUY","23,616","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDELITY FUND EMERGING MARKETS FUND A/C FIDELITY FUND EMERGING MARKETS","BUY","13,14,620","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDELITY FUNDS - EMERGING MARKETS FOCUS FUND","BUY","15,04,810","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDELITY FUNDS - SUSTAINABLE EMERGING MARKERTS EX CHINA FUND","BUY","6,438","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDELITY FUNDS.- INDIA FOCUS FUND","BUY","9,99,347","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDELITY GLOBAL EMERGING MARKETS FUND","BUY","1,32,568","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDELITY GLOBAL EMERGING MARKETS FUND","BUY","3,28,764","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDELITY INDIA FUND","BUY","67,996","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDELITY INSTITUTIONAL FUNDS ICVC EMERGING MARKETS FUND","BUY","7,67,663","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDELITY MGMT AND RESEARCH CO A/C FIDELITY KOREA   INDIA EQUITY INVESTMENT TRUST   MOTHER","BUY","51,743","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDELITY RUTLAND SQUARE TRUST II STRATEGIC ADVISERS FID EMG MARKETS FUND","BUY","7,60,617","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","FIDELITY RUTLAND SQUARE TRUST II: STRATEGIC ADVISERS EMERGING MARKETS FUND","BUY","1,24,773","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","GENESIS EMERGING MARKETS FUND LIMITED","BUY","3,04,553","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","HELABA INVEST KAPITALANLAGEGESELLSCHAFT MBH ON BEHALF OF HI-KAPPA-FONDS","BUY","35,193","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","HELABA INVEST KAPITALANLAGEGESELLSCHAFT MBH ON BEHALF OF HI-SZVA-FONDS","BUY","53,889","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT","BUY","50,938","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT","BUY","30,983","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT","BUY","3,10,641","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","INTERNATIONAL MONETARY FUND","BUY","5,20,180","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","JANA EMERGING MARKETS SHARE TRUST","BUY","61,205","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","LGT SELECT FUNDS-LGT SELECT EQUITY EMERGING MARKETS","BUY","1,70,034","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","NEF AZIONARIO PACIFICO","BUY","1,00,822","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","OMNIS PORTFOLIO INVEST ICVC-OMNIS GLOBAL EMERGING MARKETS EQ LEADERS FUND","BUY","5,21,301","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","OPTIMIX WHOLESALE GLOBAL EMERGING MARKETS SHARE TRUST","BUY","1,86,774","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","PEAK XV PARTNERS INVESTMENTS V","SELL","64,93,538","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","SAUDI ARABIAN MONETARY AUTHORITY","BUY","14,33,666","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","TPG ASIA VII SF PTE LTD","SELL","70,74,385","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","TT EM EX CHINA EQUITY FUND","BUY","20,805","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","TT EMERGING MARKETS EQUITY FUND","BUY","2,09,689","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","TT EMERGING MARKETS OPPORTUNITIES FUND","BUY","30,566","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","TT EMERGING MARKETS OPPORTUNITIES FUND II LIMITED","BUY","3,91,958","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","TT EMERGING MARKETS UNCONSTRAINED FUND","BUY","8,82,931","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","TT HORIZON OPPORTUNITIES FUND LIMITED","BUY","3,37,563","800.50",
"26-SEP-2024","FIVESTAR","Five-Star Bus Fin Ltd","TT SUSTAINABLE EM EQUITY FUND","BUY","18,179","800.50",
"27-SEP-2024","BAJAJFINSV","Bajaj Finserv Limited","BACHHRAJ & CO PRIVATE LIMITED","BUY","2,51,000","2,005.00",
"27-SEP-2024","BAJAJFINSV","Bajaj Finserv Limited","NEELIMA BAJAJ FAMILY TRUST","SELL","2,51,000","2,005.00",
"27-SEP-2024","CAPACITE","Capacite Infraproject Ltd","RAHUL RAMNATH KATYAL","SELL","2,83,000","406.40",
"27-SEP-2024","CAPACITE","Capacite Infraproject Ltd","SUBIR MALHOTRA","BUY","2,83,000","406.40",
"27-SEP-2024","ONWARDTEC","Onward Technologies Ltd","INFINITY DIRECT HOLDINGS","SELL","19,20,000","411.35",
"27-SEP-2024","ONWARDTEC","Onward Technologies Ltd","INFINITY PORTFOLIO HOLDINGS","BUY","19,20,000","411.35",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","ADITYA BIRLA SUN LIFE MUTUAL FUND","BUY","10,00,000","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","AMAR ENGINEERING COMPANY PRIVATE LIMITED","SELL","21,21,465","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","AMBIT INVESTMENT ADVISORS PRIVATE LIMITED","BUY","1,77,175","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","ANGAD ESTATES PVT LTD","SELL","49,65,000","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","ASHOKA INDIA EQUITY INVESTMENT TRUST PLC","BUY","6,27,866","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","B. S. SANDHU & ASSOCIATES (P) LTD.","SELL","4,00,000","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","DSP MUTUAL FUND","BUY","9,00,800","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","FRANKLIN TEMPLETON MUTUAL FUND","BUY","17,70,912","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","HSBC MUTUAL FUND","BUY","5,73,207","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","INDIA ACORN FUND LTD","BUY","1,91,000","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","SBI MUTUAL FUND","BUY","31,10,467","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","SBI OPTIMAL EQUITY FUND","BUY","1,65,000","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","SUNDARAM MUTUAL FUND","BUY","6,58,069","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","ULTRA PORTFOLIO MANAGEMENT PRIVATE LIMITED","SELL","28,66,270","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","UTI MUTUAL FUND","BUY","10,14,465","610.60",
"27-SEP-2024","SBCL","Shivalik Bimetal Con. Ltd","WHITEOAK CAPITAL MUTUAL FUND","BUY","1,63,774","610.60",
"30-SEP-2024","BAJAJ-AUTO","Bajaj Auto Limited","BACHHRAJ & CO PRIVATE LIMITED","BUY","39,000","12,350.00",
"30-SEP-2024","BAJAJ-AUTO","Bajaj Auto Limited","NEELIMA BAJAJ FAMILY TRUST","SELL","39,000","12,350.00",
"30-SEP-2024","BAJAJFINSV","Bajaj Finserv Limited","BACHHRAJ & CO PRIVATE LIMITED","BUY","10,00,000","1,985.00",
"30-SEP-2024","BAJAJFINSV","Bajaj Finserv Limited","KUMUD NEELIMA FAMILY TRUST","SELL","5,00,000","1,985.00",
"30-SEP-2024","BAJAJFINSV","Bajaj Finserv Limited","KUMUD NIMISHA FAMILY TRUST","SELL","5,00,000","1,985.00",
"30-SEP-2024","IDEA","Vodafone Idea Limited","FINDOC INVESTMART PRIVATE LIMITED","BUY","99,99,999","10.32",
"30-SEP-2024","IDEA","Vodafone Idea Limited","TRANS GALACTIC TRADING FZ","SELL","99,99,999","10.32",
"30-SEP-2024","TRENT","Trent Ltd.","DODONA HOLDINGS LIMITED","SELL","10,83,570","7,465.00",
"30-SEP-2024","TRENT","Trent Ltd.","SIDDHARTHA YOG","BUY","10,83,570","7,465.00",
"08-OCT-2024","TRENT","Trent Ltd.","DODONA HOLDINGS LIMITED","SELL","10,68,120","7,940.00",
"08-OCT-2024","TRENT","Trent Ltd.","SIDDHARTHA YOG","BUY","10,68,120","7,940.00",
"14-OCT-2024","TARIL","Transformers And Rectifie","ADVANCED SERIES TRUST - AST PRUDENTIAL GROWTH ALLOCATION PORTFOLIO","BUY","24,796","780.30",
"14-OCT-2024","TARIL","Transformers And Rectifie","JITENDRA MAMTORA","SELL","27,00,000","780.30",
"14-OCT-2024","TARIL","Transformers And Rectifie","NEW YORK STATE TEACHERS RETIREMENT SYSTEM","BUY","13,60,047","780.30",
"14-OCT-2024","TARIL","Transformers And Rectifie","PGIM FUNDS PLC- PGIM JENNISON EMERGING MARKETS EQUITY FUND","BUY","66,663","780.30",
"14-OCT-2024","TARIL","Transformers And Rectifie","PRU WORLD FD INC. PGIM JENNISON EMERGING MARKETS EQUITY OPPORTUNITIES FUND","BUY","6,09,522","780.30",
"14-OCT-2024","TARIL","Transformers And Rectifie","SOCIETE GENERALE","BUY","2,38,972","780.30",
"14-OCT-2024","TARIL","Transformers And Rectifie","STALLION ASSET PRIVATE LIMITED","BUY","4,00,000","780.30",
"14-OCT-2024","TRENT","Trent Ltd.","DODONA HOLDINGS LIMITED","SELL","10,42,690","8,115.00",
"14-OCT-2024","TRENT","Trent Ltd.","SIDDHARTHA YOG","BUY","10,42,690","8,115.00",
"18-OCT-2024","ZOMATO","Zomato Limited","DHARAM PAL AGGARWAL","BUY","10,00,000","259.50",
"18-OCT-2024","ZOMATO","Zomato Limited","TRANS GALACTIC TRADING FZ","SELL","10,00,000","259.50",
"22-OCT-2024","TRENT","Trent Ltd.","DODONA HOLDINGS LIMITED","SELL","11,34,840","7,465.00",
"22-OCT-2024","TRENT","Trent Ltd.","SIDDHARTHA YOG","BUY","11,34,840","7,465.00",
"28-OCT-2024","TRENT","Trent Ltd.","DODONA HOLDINGS LIMITED","SELL","11,56,170","7,255.00",
"28-OCT-2024","TRENT","Trent Ltd.","SIDDHARTHA YOG","BUY","11,56,170","7,255.00",
"29-OCT-2024","RAMCOIND","Ramco Industries Ltd","RAJAPALAYAM MILLS LTD","BUY","33,91,500","232.05",
"29-OCT-2024","RAMCOIND","Ramco Industries Ltd","RAMCO MANAGEMENT PRIVATE LIMITED","BUY","1,07,00,000","232.05",
"29-OCT-2024","RAMCOIND","Ramco Industries Ltd","THE RAMCO CEMENTS LIMITED","SELL","1,40,91,500","232.05",
"04-NOV-2024","TRENT","Trent Ltd.","DODONA HOLDINGS LIMITED","SELL","12,00,920","6,985.00",
"04-NOV-2024","TRENT","Trent Ltd.","SIDDHARTHA YOG","BUY","12,00,920","6,985.00",
"05-NOV-2024","MOTILALOFS","Motilal Oswal Financial S","MOTILAL OSWAL FOUNDATION","SELL","3,75,000","933.30",
"05-NOV-2024","MOTILALOFS","Motilal Oswal Financial S","TATA MUTUAL FUND","BUY","3,75,000","933.30",
"06-NOV-2024","AMBUJACEM","Ambuja Cements Ltd","PI OPPORTUNITIES AIF V LLP","BUY","28,96,209","579.35",
"06-NOV-2024","AMBUJACEM","Ambuja Cements Ltd","PRAZIM TRADING AND INVESTMENT COMPANY PRIVATE LIMITED","SELL","28,96,209","579.35",
"06-NOV-2024","DIVISLAB","Divi's Laboratories Limit","PI OPPORTUNITIES AIF V LLP","BUY","80,324","5,979.65",
"06-NOV-2024","DIVISLAB","Divi's Laboratories Limit","PRAZIM TRADING AND INVESTMENT COMPANY PRIVATE LIMITED","SELL","80,324","5,979.65",
"06-NOV-2024","DODLA","Dodla Dairy Limited","BK LEGACY TRUST","BUY","85,500","1,170.00",
"06-NOV-2024","DODLA","Dodla Dairy Limited","VENKAT KRISHNA REDDY BUSIREDDY","SELL","85,500","1,170.00",
"06-NOV-2024","GODREJCP","Godrej Cons Products Ltd","PI OPPORTUNITIES AIF V LLP","BUY","11,42,566","1,269.35",
"06-NOV-2024","GODREJCP","Godrej Cons Products Ltd","PRAZIM TRADING AND INVESTMENT COMPANY PRIVATE LIMITED","SELL","11,42,566","1,269.35",
"06-NOV-2024","HDFCBANK","HDFC Bank Ltd.","PI OPPORTUNITIES AIF V LLP","BUY","12,55,133","1,751.55",
"06-NOV-2024","HDFCBANK","HDFC Bank Ltd.","PRAZIM TRADING AND INVESTMENT COMPANY PRIVATE LIMITED","SELL","12,55,133","1,751.55",
"06-NOV-2024","ICICIBANK","ICICI Bank Ltd.","PI OPPORTUNITIES AIF V LLP","BUY","55,88,695","1,306.85",
"06-NOV-2024","ICICIBANK","ICICI Bank Ltd.","PRAZIM TRADING AND INVESTMENT COMPANY PRIVATE LIMITED","SELL","55,88,695","1,306.85",
"06-NOV-2024","UNITDSPR","United Spirits Limited","PI OPPORTUNITIES AIF V LLP","BUY","14,21,589","1,456.15",
"06-NOV-2024","UNITDSPR","United Spirits Limited","PRAZIM TRADING AND INVESTMENT COMPANY PRIVATE LIMITED","SELL","14,21,589","1,456.15",
"07-NOV-2024","BAJAJHLDNG","Bajaj Holdings & Invs Ltd","CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED","SELL","29,230","10,500.00",
"07-NOV-2024","BAJAJHLDNG","Bajaj Holdings & Invs Ltd","CITIGROUP GLOBAL MARKETS SINGAPORE PTE LIMITED","BUY","29,230","10,500.00",
"07-NOV-2024","HDFCBANK","HDFC Bank Ltd.","PI OPPORTUNITIES AIF V LLP","BUY","8,59,105","1,743.35",
"07-NOV-2024","HDFCBANK","HDFC Bank Ltd.","PRAZIM TRADING AND INVESTMENT COMPANY PRIVATE LIMITED","SELL","8,59,105","1,743.35",
"07-NOV-2024","JIOFIN","Jio Fin Services Ltd","CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED","SELL","19,79,153","322.00",
"07-NOV-2024","JIOFIN","Jio Fin Services Ltd","CITIGROUP GLOBAL MARKETS SINGAPORE PTE LIMITED","BUY","19,79,153","322.00",
"07-NOV-2024","SONACOMS","Sona BLW Precision Frgs L","CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED","SELL","4,32,682","709.00",
"07-NOV-2024","SONACOMS","Sona BLW Precision Frgs L","CITIGROUP GLOBAL MARKETS SINGAPORE PTE LIMITED","BUY","4,32,682","709.00",
"07-NOV-2024","TRENT","Trent Ltd.","DODONA HOLDINGS LIMITED","SELL","13,68,010","6,445.00",
"07-NOV-2024","TRENT","Trent Ltd.","SIDDHARTHA YOG","BUY","13,68,010","6,445.00",
"08-NOV-2024","WIPRO","Wipro Ltd","PRAZIM TRADERS","SELL","4,49,54,128","560.00",
"08-NOV-2024","WIPRO","Wipro Ltd","PRAZIM TRADING AND INVESTMENT COMPANY PVT LTD","BUY","8,49,54,128","560.00",
"08-NOV-2024","WIPRO","Wipro Ltd","ZASH TRADERS","SELL","4,00,00,000","560.00",
"13-NOV-2024","TRENT","Trent Ltd.","DODONA HOLDINGS LIMITED","SELL","13,52,380","6,495.00",
"13-NOV-2024","TRENT","Trent Ltd.","SIDDHARTHA YOG","BUY","13,52,380","6,495.00",
"14-NOV-2024","RKFORGE","Ramkrishna Forgings Ltd","SOCIETE GENERALE - ODI","SELL","2,00,000","922.80",
"14-NOV-2024","RKFORGE","Ramkrishna Forgings Ltd","THINK INDIA OPPORTUNITIES MASTER FUND LP","BUY","2,00,000","922.80",
"18-NOV-2024","MEDPLUS","Medplus Health Serv Ltd","FRANKLIN TEMPLETON MUTUAL FUND","BUY","16,07,867","700.00",
"18-NOV-2024","MEDPLUS","Medplus Health Serv Ltd","INVESCO MUTUAL FUND","BUY","30,71,429","700.00",
"18-NOV-2024","MEDPLUS","Medplus Health Serv Ltd","KOTAK MAHINDRA MUTUAL FUND","BUY","30,71,429","700.00",
"18-NOV-2024","MEDPLUS","Medplus Health Serv Ltd","MORGAN STANLEY ASIA SINGAPORE PTE","BUY","1,42,858","700.00",
"18-NOV-2024","MEDPLUS","Medplus Health Serv Ltd","PI OPPORTUNITIES FUND - I","SELL","68,93,583","700.00",
"18-NOV-2024","MEDPLUS","Medplus Health Serv Ltd","SBI MUTUAL FUND","SELL","10,00,000","700.00",
"19-NOV-2024","SASTASUNDR","Sastasundar Ventures Ltd","LUV-KUSH PROJECTS LIMITED","BUY","3,47,000","291.00",
"19-NOV-2024","SASTASUNDR","Sastasundar Ventures Ltd","MICROSEC VISION TRUST ONE","SELL","3,47,000","291.00",
"19-NOV-2024","TRENT","Trent Ltd.","DODONA HOLDINGS LIMITED","SELL","13,02,164","6,475.00",
"19-NOV-2024","TRENT","Trent Ltd.","SIDDHARTHA YOG","BUY","13,02,164","6,475.00",
"22-NOV-2024","SHREEPUSHK","Shre Push Chem & Fert Ltd","INDIA MAX INVESTMENT FUND LTD","SELL","4,26,683","267.00",
"22-NOV-2024","SHREEPUSHK","Shre Push Chem & Fert Ltd","MAPLE LEAF TRADING AND SERVICES LIMITED","BUY","4,26,683","267.00",
"02-DEC-2024","CIPLA","Cipla Ltd","ABU DHABI INVESTMENT AUTHORITY","BUY","55,300","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","ADITYA BIRLA SUN LIFE MUTUAL FUND","BUY","6,00,847","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","AXIS MUTUAL FUND","BUY","7,23,237","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","BANDHAN MUTUAL FUND","BUY","1,11,266","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","BNP PARIBAS FINANCIAL MARKETS","BUY","66,767","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","BOFA SECURITIES EUROPE SA","BUY","1,39,082","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","BOFA SECURITIES EUROPE SA - ODI","BUY","1,33,519","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","CANARA HSBC LIFE INSURANCE COMPANY LIMITED","BUY","66,764","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED (ODI)","BUY","5,17,391","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","CITIGROUP GLOBAL MARKETS MAURITIUS PVT LTD","BUY","1,39,083","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","COPTHALL MAURITIUS INVESTMENT LIMITED","BUY","66,762","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","COPTHALL MAURITIUS INVESTMENT LTD","BUY","1,11,264","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","DENDANA INVESTMENTS MAURITIUS LIMITED","BUY","1,850","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","DSP INDIA FUND INDIA LONG SHORT STRATEGY FUND WITH CASH MANAGEMENT OPTION","BUY","1,11,266","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","DSP MUTUAL FUND","BUY","22,25,347","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","EDELWEISS LIFE INSURANCE COMPANY LIMITED","BUY","66,766","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","GOLDMAN SACHS (SINGAPORE) PTE","BUY","66,759","1,518.75",
"02-DEC-2024","CIPLA","Cipla Ltd","GOLDMAN SACHS INVESTMENTS (MAURITIUS) I LIMITED  SHORT TERM","BUY","66,763","1,518.75",
